Instance,Income
118794,28472.3521
118795,203742.6594
118796,333494.5695
118797,201085.6311
118798,260837.881
118799,110967.9065
118800,32199.49232
118801,50339.18353
118802,286940.0691
118803,149054.2413
118804,42803.5271
118805,305311.7375
118806,44882.50834
118807,19965.15295
118808,54314.15613
118809,28889.81751
118810,31115.73942
118811,39211.09621
118812,18255.65425
118813,58856.2892
118814,46645.9243
118815,120242.642
118816,141840.8815
118817,140584.3453
118818,29218.887
118819,8774.442111
118820,259356.1318
118821,41707.84672
118822,27070.97313
118823,79708.16869
118824,105702.9964
118825,13110.89564
118826,27104.26965
118827,442251.5315
118828,24759.76607
118829,36453.86002
118830,30586.22559
118831,114056.8407
118832,42248.44974
118833,42297.7972
118834,88099.67032
118835,48042.50788
118836,85409.577
118837,191829.1083
118838,82858.32425
118839,104138.0671
118840,206189.043
118841,366280.049
118842,353128.6962
118843,23372.57464
118844,65166.61961
118845,21400.42942
118846,45136.86318
118847,498239.0229
118848,64148.72283
118849,185665.3393
118850,173817.6398
118851,46658.08726
118852,17144.0341
118853,58503.00988
118854,169980.3761
118855,400703.3067
118856,28758.54138
118857,77623.21819
118858,62841.75672
118859,49610.04911
118860,51095.17066
118861,6235.111564
118862,151183.4306
118863,124868.1832
118864,59197.47408
118865,206177.9091
118866,623114.5422
118867,147446.1479
118868,71141.53111
118869,601913.5603
118870,128367.3476
118871,77756.65192
118872,47189.15309
118873,47940.30621
118874,99154.4829
118875,96967.05345
118876,47295.8531
118877,184434.016
118878,66742.68555
118879,256198.6571
118880,106966.371
118881,75827.91094
118882,62032.9869
118883,107901.1789
118884,98158.59002
118885,46408.55728
118886,59164.58967
118887,15407.76017
118888,104954.478
118889,294616.7908
118890,10738.36227
118891,180616.8263
118892,36932.77198
118893,179554.238
118894,226706.9487
118895,61039.19645
118896,39696.26995
118897,24410.00799
118898,107324.612
118899,8082.106235
118900,8637.849819
118901,44870.00482
118902,32689.25342
118903,121141.0627
118904,173878.6169
118905,114443.7018
118906,62159.61247
118907,27650.30981
118908,12032.82342
118909,182716.1204
118910,192095.2375
118911,53850.56924
118912,6156.294541
118913,17982.69405
118914,98928.04156
118915,6152.367949
118916,23066.33475
118917,133792.6767
118918,20484.4996
118919,214819.5437
118920,8742.714592
118921,83005.28662
118922,98079.25854
118923,93761.82971
118924,213930.5165
118925,122898.9399
118926,24794.76599
118927,216417.1948
118928,179199.8907
118929,123988.122
118930,314701.193
118931,14251.50304
118932,155724.5242
118933,474999.6847
118934,39574.08757
118935,74381.5627
118936,101703.4132
118937,75962.27362
118938,84719.90781
118939,146311.7048
118940,6014.874961
118941,96238.88319
118942,49010.04402
118943,395876.8935
118944,14763.03194
118945,499373.952
118946,219978.8547
118947,51338.38631
118948,58961.23585
118949,38119.94007
118950,147920.1077
118951,161389.7977
118952,140733.7077
118953,75567.68613
118954,17790.47309
118955,173806.4717
118956,93483.60077
118957,35523.79026
118958,40123.48271
118959,79584.62686
118960,26216.25419
118961,35500.51161
118962,118862.1448
118963,538685.7587
118964,192240.8684
118965,15825.9559
118966,29523.82859
118967,69459.96754
118968,180369.8991
118969,188457.0986
118970,122250.5367
118971,186831.5559
118972,221307.9235
118973,171159.895
118974,443230.5283
118975,14387.42323
118976,65324.07578
118977,76438.16463
118978,63263.97159
118979,373188.3949
118980,75447.48139
118981,164043.1885
118982,157013.4564
118983,87687.00081
118984,124889.6962
118985,68291.06782
118986,77368.04459
118987,3493.033274
118988,490710.7997
118989,134646.2351
118990,54637.24302
118991,308720.7647
118992,481277.9917
118993,124573.7913
118994,107792.138
118995,59428.90842
118996,29735.91535
118997,72361.80929
118998,236910.755
118999,46102.90246
119000,96741.51389
119001,33411.02864
119002,21502.10471
119003,140131.3678
119004,199621.5591
119005,63159.00752
119006,68703.34699
119007,139930.3296
119008,26199.22478
119009,207089.5506
119010,29817.34084
119011,68482.28846
119012,106373.4818
119013,61363.01129
119014,92398.03564
119015,162612.4378
119016,100699.063
119017,143851.7616
119018,6165.227829
119019,295538.9582
119020,68075.71285
119021,103602.516
119022,327643.7216
119023,26571.62588
119024,38233.28154
119025,58800.08861
119026,14652.94144
119027,20656.17372
119028,29395.70303
119029,164043.4153
119030,396128.0953
119031,26571.54367
119032,194145.4811
119033,27861.82242
119034,44979.75408
119035,363621.649
119036,27707.82218
119037,36092.93119
119038,107324.612
119039,62992.12356
119040,240341.0541
119041,50457.16438
119042,50014.09661
119043,57361.25659
119044,117265.8953
119045,50054.48819
119046,22414.49274
119047,35744.86975
119048,362106.7843
119049,68192.09954
119050,27101.62294
119051,129762.7745
119052,36674.00675
119053,37931.31607
119054,221095.7448
119055,89125.46588
119056,54759.66513
119057,43397.0604
119058,12930.42156
119059,83093.40484
119060,17878.81557
119061,70756.34915
119062,314615.5854
119063,46721.71561
119064,104410.9116
119065,652191.5138
119066,20665.75991
119067,43384.86374
119068,65749.05041
119069,29692.38874
119070,19903.64627
119071,14152.36333
119072,14353.22824
119073,23379.07759
119074,209756.0885
119075,33905.47095
119076,43795.0459
119077,8457.170599
119078,55929.55085
119079,37335.11813
119080,102365.1483
119081,273145.008
119082,62887.59801
119083,4644.238636
119084,22355.48957
119085,47890.37606
119086,185908.3199
119087,176176.3396
119088,29952.92808
119089,214608.7822
119090,19311.92097
119091,43318.88685
119092,103751.838
119093,41465.84615
119094,44031.10078
119095,68543.8452
119096,99551.16074
119097,121742.3977
119098,34142.96898
119099,39982.03494
119100,126074.3576
119101,19635.81607
119102,41765.13606
119103,9410.431667
119104,37550.26257
119105,478951.6542
119106,135088.8102
119107,30576.10384
119108,60969.29142
119109,87883.52467
119110,92215.63357
119111,53209.87158
119112,105504.2434
119113,385254.8048
119114,19855.45915
119115,149624.3438
119116,34927.1935
119117,95548.69855
119118,164105.4888
119119,25115.64188
119120,140901.8374
119121,37399.51999
119122,229565.1554
119123,142770.811
119124,31102.92589
119125,50834.18256
119126,93747.3971
119127,8720.581803
119128,65201.40018
119129,94036.73645
119130,210437.9452
119131,572031.7546
119132,62040.20726
119133,29693.98477
119134,111177.5111
119135,316227.0008
119136,57250.12245
119137,5565.202892
119138,298457.322
119139,22224.77652
119140,31570.12958
119141,27995.6372
119142,82254.37831
119143,232274.7048
119144,111090.9908
119145,66125.05613
119146,31158.35965
119147,156150.6463
119148,39502.51913
119149,15584.74591
119150,48658.47235
119151,144420.5271
119152,211292.8361
119153,461072.4389
119154,92119.55326
119155,51528.67261
119156,251141.8128
119157,28116.83527
119158,152989.7433
119159,1437.315004
119160,94698.50865
119161,32920.2798
119162,83645.6752
119163,32404.03971
119164,213426.2855
119165,5784.785078
119166,81475.53854
119167,205394.5505
119168,67195.90633
119169,188448.4116
119170,305630.6557
119171,28216.65255
119172,10120.42655
119173,625487.7509
119174,190362.4134
119175,54477.28627
119176,429796.8886
119177,186901.8596
119178,133034.8374
119179,111147.8199
119180,220844.9483
119181,7841.867205
119182,83200.02725
119183,278874.8572
119184,557140.6395
119185,80710.38958
119186,126823.4357
119187,49025.68831
119188,212475.9419
119189,190139.7433
119190,22945.42211
119191,152050.9571
119192,150126.8217
119193,164526.1445
119194,22025.23874
119195,72893.61202
119196,150215.4833
119197,81874.34876
119198,90070.13096
119199,322484.9183
119200,46849.12275
119201,45784.51422
119202,49609.85278
119203,14116.24085
119204,9116.102906
119205,37964.94699
119206,26847.15316
119207,17935.88219
119208,40464.89969
119209,17824.2121
119210,11415.84669
119211,47698.85789
119212,44093.71839
119213,22161.78748
119214,353943.8966
119215,107324.612
119216,12401.57398
119217,71459.54134
119218,46729.54952
119219,194387.7288
119220,153921.433
119221,34004.47887
119222,51739.21565
119223,7496.616299
119224,109700.114
119225,84559.9095
119226,18558.83534
119227,113843.272
119228,14408.54233
119229,30367.38196
119230,185421.3457
119231,32415.61265
119232,53200.71909
119233,39712.84434
119234,179250.1746
119235,71880.54414
119236,391455.0663
119237,140538.828
119238,30738.86991
119239,22929.25721
119240,245306.9019
119241,64684.58967
119242,30508.16618
119243,9679.26649
119244,84168.91451
119245,23874.46016
119246,60840.40642
119247,153229.4294
119248,51796.18222
119249,176115.2348
119250,63038.31497
119251,25137.91977
119252,34066.95464
119253,143397.7219
119254,245997.0083
119255,75849.48434
119256,45083.23339
119257,51653.98466
119258,20019.47822
119259,85246.73215
119260,122487.4612
119261,42325.58413
119262,89219.85421
119263,40443.31973
119264,16013.63608
119265,61824.62743
119266,41783.18617
119267,37968.55218
119268,31108.83587
119269,14106.8739
119270,51595.64564
119271,103812.9847
119272,362090.6464
119273,57645.67823
119274,89345.17745
119275,145848.0187
119276,43767.11283
119277,56559.1535
119278,178783.4081
119279,15105.65591
119280,20040.46553
119281,136083.3062
119282,78379.23364
119283,77816.48461
119284,17496.86685
119285,64035.07055
119286,34707.63668
119287,10218.51596
119288,24045.06053
119289,86430.92798
119290,367752.0035
119291,103988.1871
119292,61107.35666
119293,82526.46044
119294,198859.2851
119295,381695.9136
119296,98725.29782
119297,117664.8085
119298,38845.34114
119299,8054.552372
119300,60670.42025
119301,79503.07228
119302,93830.76826
119303,124594.112
119304,47495.22087
119305,11831.74221
119306,10935.59013
119307,6114.854168
119308,60492.55592
119309,68402.13618
119310,107324.612
119311,95072.11147
119312,135318.0654
119313,17564.22643
119314,13514.87589
119315,119951.8601
119316,606657.3194
119317,69957.02544
119318,981140.24
119319,43158.06026
119320,115289.475
119321,350100.1011
119322,107324.612
119323,49220.14625
119324,42088.54973
119325,16955.57231
119326,19727.35079
119327,103535.7882
119328,478035.9149
119329,328357.4438
119330,101442.6429
119331,60373.94021
119332,80048.09339
119333,104658.5786
119334,20983.54701
119335,30362.91483
119336,9653.559056
119337,88283.69172
119338,216996.5397
119339,61671.96673
119340,460137.9952
119341,32923.17098
119342,14192.25034
119343,19387.53122
119344,60832.26032
119345,140421.0759
119346,64512.58264
119347,27066.73942
119348,202772.1448
119349,44945.97468
119350,36260.44921
119351,108214.2026
119352,31166.21656
119353,37818.91652
119354,382606.2965
119355,113420.1429
119356,63217.7669
119357,25558.80202
119358,269797.7996
119359,26049.1309
119360,63900.63598
119361,65834.11926
119362,5641.804724
119363,192280.5325
119364,88336.14854
119365,374445.7317
119366,54019.64782
119367,281327.9129
119368,122486.1663
119369,156169.867
119370,381305.6754
119371,56181.82714
119372,53578.22004
119373,30112.0549
119374,65044.45396
119375,45487.95117
119376,14108.87237
119377,33562.19307
119378,32312.37364
119379,309833.7719
119380,25180.28997
119381,61576.79964
119382,3648.873381
119383,99532.71658
119384,294809.4513
119385,135027.9913
119386,6275.954065
119387,190284.0293
119388,25139.56742
119389,884073.0332
119390,99283.08327
119391,47452.12158
119392,98554.23116
119393,194850.7392
119394,330929.536
119395,25267.27336
119396,75896.44241
119397,570216.9181
119398,44021.42027
119399,19173.3162
119400,202673.7349
119401,189782.9735
119402,100720.6185
119403,43564.90716
119404,29616.92979
119405,240445.1918
119406,595247.5237
119407,267754.8891
119408,245498.0266
119409,65521.37848
119410,279248.6672
119411,41136.03061
119412,16615.00299
119413,9473.188594
119414,82194.36573
119415,132238.4395
119416,49610.69177
119417,29282.50709
119418,221695.123
119419,7630.327575
119420,75224.94532
119421,107324.612
119422,42224.87111
119423,24764.6504
119424,36424.30994
119425,27428.59786
119426,31367.71689
119427,61129.53832
119428,37975.02876
119429,122814.5417
119430,42023.85156
119431,42974.12505
119432,130278.6598
119433,93719.33094
119434,13971.8909
119435,393062.4095
119436,378752.6775
119437,17079.01619
119438,36338.12563
119439,38160.45878
119440,20602.10976
119441,47036.25153
119442,50515.61573
119443,44731.91101
119444,47120.75802
119445,42188.39955
119446,141997.6208
119447,69926.67559
119448,107324.612
119449,147574.7498
119450,49029.19621
119451,659905.2761
119452,60941.66039
119453,24637.42206
119454,134501.0468
119455,12476.33807
119456,27603.52164
119457,224114.9692
119458,5654.898604
119459,124572.1803
119460,51293.53909
119461,14587.15939
119462,24353.92625
119463,67427.70343
119464,62398.76079
119465,10958.91763
119466,11996.07702
119467,353088.7598
119468,117392.2492
119469,153806.3844
119470,416386.6073
119471,48374.92598
119472,157628.1348
119473,53966.76776
119474,82706.71119
119475,348953.4618
119476,79555.07957
119477,14058.25559
119478,209377.8612
119479,865569.7667
119480,152010.2667
119481,397862.6764
119482,299587.8849
119483,53884.25047
119484,72406.26571
119485,26049.56146
119486,10483.25591
119487,107324.612
119488,123703.0329
119489,38848.90463
119490,50266.7548
119491,32204.28409
119492,216353.5694
119493,138301.3398
119494,103539.7441
119495,54904.07273
119496,115060.9578
119497,37228.93053
119498,33806.25389
119499,107324.612
119500,361861.6294
119501,285214.7525
119502,44402.61802
119503,7352.682503
119504,16282.00446
119505,97965.48181
119506,27477.52604
119507,37615.57359
119508,111302.5502
119509,318103.8391
119510,49707.66144
119511,12223.30597
119512,112356.2921
119513,47777.19501
119514,109646.6274
119515,51949.44568
119516,29166.87563
119517,81526.97628
119518,133110.8736
119519,41411.38838
119520,47845.42989
119521,167377.1268
119522,71933.64233
119523,115275.5526
119524,65785.80994
119525,215666.9476
119526,31488.61045
119527,58193.46506
119528,88939.87501
119529,274837.8784
119530,39978.30453
119531,10948.64357
119532,35329.65071
119533,156952.4576
119534,153912.1675
119535,132787.6671
119536,161118.0924
119537,300927.171
119538,16115.97873
119539,324752.4486
119540,292171.02
119541,51662.60472
119542,96634.53947
119543,22519.82051
119544,114410.5529
119545,125827.3645
119546,135073.1279
119547,31151.39987
119548,86058.24958
119549,372744.6443
119550,80758.35269
119551,17468.23804
119552,77681.76507
119553,67254.22027
119554,131385.9609
119555,141653.2407
119556,51460.93731
119557,52256.96877
119558,41729.29943
119559,132515.321
119560,315355.1176
119561,103945.5556
119562,43247.87733
119563,79952.57018
119564,27930.16846
119565,38551.98051
119566,42965.27568
119567,60445.57366
119568,59601.86827
119569,219587.7102
119570,56433.44498
119571,100991.6021
119572,27029.70077
119573,338043.981
119574,243646.8399
119575,185219.8743
119576,596374.7558
119577,19841.49074
119578,9018.48519
119579,25109.03637
119580,48854.34567
119581,17035.09265
119582,49024.05493
119583,824509.4709
119584,26497.59165
119585,43900.6766
119586,341948.9361
119587,39952.8843
119588,153568.5213
119589,15089.36517
119590,228518.9725
119591,20092.17077
119592,68652.16982
119593,79587.16015
119594,119328.0131
119595,27428.22168
119596,240271.7502
119597,341602.7142
119598,101414.525
119599,277192.0894
119600,118558.3768
119601,140258.5743
119602,139763.8047
119603,65555.77086
119604,78942.15831
119605,106084.6038
119606,31595.18323
119607,16327.37837
119608,165324.9961
119609,83890.63603
119610,204304.9596
119611,36503.22567
119612,23935.37424
119613,35334.94186
119614,82405.6203
119615,19056.23661
119616,28521.70736
119617,32566.98947
119618,62604.27266
119619,59280.22754
119620,4058.081207
119621,49675.56802
119622,202245.63
119623,55662.79519
119624,83358.63715
119625,48116.1412
119626,176813.9256
119627,143472.769
119628,40752.27686
119629,332397.1048
119630,27834.68062
119631,160286.0373
119632,34683.0011
119633,59207.54783
119634,41913.26089
119635,10544.22352
119636,368196.231
119637,18885.5252
119638,31239.27854
119639,314346.1073
119640,133805.6681
119641,57625.66435
119642,51496.80248
119643,6924.417195
119644,12605.6381
119645,21242.16704
119646,75734.71373
119647,130531.9043
119648,21175.67327
119649,26340.56967
119650,37651.1291
119651,37099.3822
119652,35427.14179
119653,127463.9977
119654,215746.7822
119655,71724.24117
119656,46167.24302
119657,67187.05966
119658,14435.92078
119659,44835.88952
119660,48153.54644
119661,724550.5973
119662,17262.58376
119663,225847.1556
119664,79041.16485
119665,569174.6434
119666,44735.02603
119667,83605.86166
119668,68099.73769
119669,51428.26392
119670,11288.70904
119671,91444.56908
119672,82780.1732
119673,41375.95652
119674,56552.22321
119675,13342.41061
119676,58397.84738
119677,70463.12304
119678,90678.40655
119679,5678.56434
119680,22698.30318
119681,27031.13329
119682,38551.49036
119683,46915.68837
119684,60076.15392
119685,44459.80056
119686,144847.5827
119687,92124.84529
119688,347374.2963
119689,103932.5865
119690,90436.83721
119691,93887.22189
119692,28160.17703
119693,536847.4615
119694,61392.48989
119695,136902.7525
119696,52509.97415
119697,180318.2692
119698,50488.26831
119699,32701.39283
119700,44622.75676
119701,88352.69453
119702,25118.00691
119703,14097.59156
119704,26657.59699
119705,15907.5387
119706,41019.03681
119707,26318.74264
119708,31355.03131
119709,272210.4008
119710,19381.10884
119711,108722.3766
119712,44504.39152
119713,151223.9582
119714,116094.5168
119715,86245.26198
119716,78668.76645
119717,54595.63739
119718,15693.17946
119719,375514.3015
119720,174078.0079
119721,608874.9404
119722,51662.83763
119723,151451.456
119724,18018.38491
119725,34628.34515
119726,103753.9167
119727,98190.7584
119728,153627.1696
119729,54033.1667
119730,101362.0497
119731,185393.1816
119732,131017.5151
119733,93641.96779
119734,114703.2969
119735,32293.85269
119736,198366.0396
119737,11240.85615
119738,151152.7094
119739,54265.00023
119740,71423.90759
119741,63631.61271
119742,26474.80504
119743,16560.25546
119744,107215.9283
119745,300661.7726
119746,11368.68711
119747,26138.48097
119748,16177.93557
119749,23195.75492
119750,111926.4314
119751,59987.98595
119752,12201.31639
119753,37592.25795
119754,35706.94861
119755,204090.0509
119756,16217.23764
119757,17708.94761
119758,243030.3617
119759,100388.5429
119760,42071.54649
119761,245243.6546
119762,107324.612
119763,154351.913
119764,33130.07707
119765,34112.85367
119766,353892.8377
119767,20997.05379
119768,15595.88141
119769,24476.07406
119770,33483.16128
119771,218195.5161
119772,144962.6962
119773,112068.6256
119774,107324.612
119775,119570.2089
119776,27871.12443
119777,144195.3624
119778,149469.1917
119779,153664.1165
119780,66222.3425
119781,37921.50822
119782,35607.30858
119783,1404670.468
119784,27009.68372
119785,9045.513024
119786,15689.70633
119787,79114.1681
119788,111295.417
119789,23106.4748
119790,37601.96341
119791,26659.1097
119792,152975.0355
119793,213802.7873
119794,51525.43336
119795,17223.594
119796,27795.09626
119797,58378.31635
119798,117518.155
119799,22825.6013
119800,98287.66408
119801,8694.147739
119802,168378.3509
119803,26036.74471
119804,66651.81055
119805,33022.39783
119806,49363.91588
119807,32346.70548
119808,86227.36061
119809,54329.91343
119810,49106.72097
119811,75787.47715
119812,62720.17074
119813,117785.2909
119814,8245.185629
119815,101298.0215
119816,8112.934428
119817,99772.17383
119818,105305.3938
119819,30597.60344
119820,269304.2537
119821,28926.49143
119822,90070.39703
119823,256948.7426
119824,62693.47141
119825,121664.1062
119826,295705.2955
119827,211902.7074
119828,22117.8314
119829,52487.76324
119830,352815.8774
119831,220550.6386
119832,43574.08311
119833,107324.612
119834,28425.26882
119835,21027.40644
119836,186057.0722
119837,127587.3585
119838,30713.13754
119839,142959.0961
119840,47382.84957
119841,76349.43868
119842,112123.3342
119843,40460.5575
119844,39889.16878
119845,19784.29025
119846,440232.4762
119847,227941.6413
119848,45050.52298
119849,356305.1785
119850,19797.72235
119851,120926.7182
119852,136555.1238
119853,47957.11691
119854,32636.73129
119855,112889.5855
119856,22924.5554
119857,60809.539
119858,38206.44088
119859,44619.75572
119860,235136.4305
119861,113484.4675
119862,25169.25627
119863,32808.07071
119864,51605.79568
119865,99776.74663
119866,113095.9336
119867,51743.20151
119868,158745.8924
119869,21452.83467
119870,193345.5468
119871,28759.08315
119872,55069.42431
119873,77328.36913
119874,188710.0101
119875,37296.09196
119876,96021.58911
119877,108418.8504
119878,47274.0076
119879,30604.6929
119880,15418.84974
119881,250828.7619
119882,54663.23844
119883,2243.616086
119884,40942.43693
119885,53735.71021
119886,87166.72343
119887,99588.55894
119888,167270.6441
119889,16852.08286
119890,75453.77316
119891,31012.33086
119892,65730.44559
119893,130621.4048
119894,116942.6737
119895,21557.23099
119896,11567.4026
119897,252066.6296
119898,5742.576311
119899,44744.54648
119900,16083.94438
119901,27012.07029
119902,443082.7864
119903,127142.7873
119904,162471.2824
119905,14277.47878
119906,467318.7387
119907,268949.5847
119908,113086.9614
119909,155264.7718
119910,196393.824
119911,155947.751
119912,163078.0689
119913,201930.5418
119914,18571.62595
119915,170135.4333
119916,33676.49137
119917,120957.2239
119918,34783.53718
119919,93950.47351
119920,36959.48829
119921,25168.17059
119922,54918.17091
119923,51891.02467
119924,139103.7875
119925,34077.81408
119926,182245.9295
119927,25855.31517
119928,22761.4548
119929,55700.24744
119930,29198.70627
119931,29003.25248
119932,69013.8352
119933,24734.56209
119934,155031.6869
119935,32246.54233
119936,67051.35163
119937,66130.6614
119938,147543.6842
119939,21995.69625
119940,186586.613
119941,69146.8572
119942,36794.52165
119943,56569.14241
119944,35045.91892
119945,54729.59101
119946,165953.2318
119947,40805.31317
119948,8375.4905
119949,105989.2801
119950,89569.9593
119951,306220.9087
119952,166432.9681
119953,23580.62742
119954,8410.818234
119955,94968.15133
119956,54842.89846
119957,118463.6607
119958,21593.7318
119959,7648.552452
119960,183855.2178
119961,122119.5889
119962,38774.82335
119963,148222.2899
119964,30905.22542
119965,243361.7035
119966,48098.14013
119967,21178.948
119968,80873.17078
119969,25368.21234
119970,106837.5315
119971,27715.90185
119972,58838.59523
119973,84242.51186
119974,15288.11198
119975,94942.34646
119976,13693.54842
119977,141855.3702
119978,42237.49994
119979,57498.06925
119980,198362.2444
119981,77287.74056
119982,47035.91121
119983,120692.2832
119984,73303.10679
119985,51531.96939
119986,266526.2788
119987,42351.70378
119988,152083.4162
119989,22363.19261
119990,16255.81155
119991,15163.75194
119992,95721.55666
119993,39436.60404
119994,272749.4802
119995,92904.84035
119996,105067.0539
119997,86727.17241
119998,41245.49248
119999,53584.75935
120000,33225.01493
120001,588816.4196
120002,41237.2307
120003,29702.67248
120004,61047.05186
120005,19467.17803
120006,208325.5793
120007,370551.7012
120008,35609.71416
120009,13743.59462
120010,82742.16143
120011,5635.248957
120012,40098.3711
120013,347187.0546
120014,23266.39741
120015,58179.46207
120016,125817.5564
120017,18406.58691
120018,70155.02047
120019,94950.36998
120020,19264.79338
120021,455057.5195
120022,133329.2799
120023,59015.74186
120024,48140.86709
120025,27398.79878
120026,69029.20937
120027,257290.0425
120028,463320.5584
120029,170856.3449
120030,164287.1581
120031,50347.99575
120032,87205.64037
120033,284268.2962
120034,45277.75578
120035,51475.39507
120036,67410.60128
120037,23723.30004
120038,17969.62529
120039,5278.880773
120040,16460.69477
120041,19004.40622
120042,258017.921
120043,52990.79615
120044,332905.363
120045,70623.17894
120046,21183.66366
120047,215865.4021
120048,187254.8401
120049,103138.8487
120050,40910.08918
120051,99734.09267
120052,9240.76508
120053,25265.89207
120054,41658.40362
120055,176654.1297
120056,14520.23001
120057,15457.43012
120058,32218.36711
120059,267997.5313
120060,77311.90823
120061,47579.47765
120062,66923.38968
120063,41316.26049
120064,72939.53037
120065,85547.45465
120066,30548.80161
120067,86462.51156
120068,633307.8565
120069,16001.35085
120070,7189.537969
120071,29914.67905
120072,304647.4305
120073,79093.1973
120074,84496.48436
120075,15292.15313
120076,88796.22018
120077,83641.71206
120078,179523.5985
120079,73722.52983
120080,65750.00791
120081,91444.70758
120082,177260.8624
120083,182501.0286
120084,486159.9275
120085,82017.62432
120086,19042.80722
120087,120372.7249
120088,85305.31947
120089,8435.181807
120090,123154.6837
120091,75923.79401
120092,39026.48311
120093,53410.80949
120094,203920.6455
120095,34171.53879
120096,75114.61034
120097,30842.76562
120098,27278.03545
120099,42086.74181
120100,87945.81404
120101,219302.1922
120102,101865.0496
120103,132595.46
120104,60383.29339
120105,96536.84027
120106,60560.10068
120107,152931.76
120108,48250.54152
120109,92196.49746
120110,11162.71178
120111,122787.3339
120112,32683.76247
120113,273318.4966
120114,141802.7846
120115,33719.75486
120116,48635.14039
120117,42426.3683
120118,131710.2637
120119,31777.14412
120120,14064.04243
120121,38632.00172
120122,107324.612
120123,35084.35387
120124,68415.24603
120125,634644.5417
120126,51361.41181
120127,102962.0012
120128,25283.16507
120129,200268.8701
120130,136385.7927
120131,128921.8677
120132,40690.28843
120133,22050.77571
120134,236871.6187
120135,53319.78562
120136,73174.23361
120137,34439.92958
120138,71554.80606
120139,94671.36457
120140,11225.18697
120141,61420.61663
120142,18440.3125
120143,72060.90895
120144,44489.23881
120145,108632.0189
120146,35113.81638
120147,18861.47039
120148,53555.40821
120149,24587.54107
120150,28127.31914
120151,116095.0205
120152,151138.9232
120153,227741.3463
120154,106038.8406
120155,180919.6653
120156,66934.77945
120157,330680.7767
120158,32954.44839
120159,39597.06933
120160,46448.38132
120161,89943.21391
120162,362637.0722
120163,43959.06556
120164,100753.0775
120165,138186.2937
120166,661745.8389
120167,29728.32398
120168,145527.1457
120169,39342.15732
120170,37566.6599
120171,45179.62491
120172,11806.32767
120173,38827.47245
120174,110775.6234
120175,33845.00029
120176,90693.33308
120177,25297.3087
120178,120626.3351
120179,50424.88345
120180,255724.4546
120181,39623.47421
120182,42678.76029
120183,189129.2644
120184,175142.0786
120185,45339.26895
120186,87119.33618
120187,29313.57267
120188,193265.2845
120189,58375.85363
120190,31481.35086
120191,57651.85888
120192,177021.9328
120193,20859.35599
120194,82593.07959
120195,104010.2619
120196,279209.4924
120197,139357.8005
120198,28164.32514
120199,154907.8577
120200,133857.5508
120201,20316.36408
120202,68687.39455
120203,232658.3424
120204,31730.60687
120205,62515.96474
120206,59814.19893
120207,168473.3915
120208,31834.00673
120209,185284.8236
120210,24563.78984
120211,26359.14141
120212,40197.59612
120213,75434.46008
120214,9301.325153
120215,153536.625
120216,156178.4156
120217,13492.55422
120218,30150.57456
120219,8921.632253
120220,243084.1513
120221,38453.75967
120222,52696.60844
120223,170711.9729
120224,183910.1049
120225,71596.93034
120226,62688.21662
120227,239889.4994
120228,68110.44072
120229,168787.9329
120230,34836.92269
120231,213052.0254
120232,30890.78713
120233,38762.73631
120234,12154.31809
120235,68296.92838
120236,119121.8735
120237,48256.9363
120238,32317.48561
120239,397019.1577
120240,34249.68948
120241,166899.9254
120242,48959.04229
120243,111842.8153
120244,114013.1821
120245,47076.99173
120246,19758.21354
120247,18859.97077
120248,77439.46382
120249,182724.1332
120250,35974.62465
120251,57884.84089
120252,91176.44298
120253,83363.5623
120254,41586.4261
120255,39175.1296
120256,89845.84238
120257,20856.82556
120258,22478.58719
120259,28987.5323
120260,16781.25159
120261,67034.35091
120262,34887.50826
120263,92913.63517
120264,95531.32953
120265,110324.9246
120266,102028.4127
120267,48654.89995
120268,10948.97426
120269,207533.5912
120270,33891.73577
120271,42037.5523
120272,422206.651
120273,13263.10939
120274,52758.26882
120275,40081.32128
120276,30367.23213
120277,17426.48231
120278,117383.2377
120279,67555.50561
120280,29398.13733
120281,80068.7992
120282,388455.6672
120283,17149.88981
120284,152717.2245
120285,57419.4556
120286,155227.9315
120287,45317.55082
120288,63949.71289
120289,57155.88254
120290,94824.84608
120291,66975.10919
120292,123590.9682
120293,98003.76712
120294,40540.90239
120295,29159.11508
120296,146872.5027
120297,134028.824
120298,35522.64245
120299,177915.0646
120300,5790.788121
120301,90962.47088
120302,72157.90034
120303,45418.98651
120304,135489.9651
120305,65547.11334
120306,13633.84374
120307,291934.8462
120308,20719.73632
120309,108709.6688
120310,156625.334
120311,364967.031
120312,53085.60339
120313,47456.4619
120314,38553.25801
120315,77955.77281
120316,104087.8611
120317,66949.52088
120318,58479.29049
120319,112862.171
120320,49466.39046
120321,101685.3414
120322,215328.7025
120323,959302.0427
120324,42875.56879
120325,300566.2486
120326,75450.63907
120327,160228.9505
120328,258767.1017
120329,197573.925
120330,20492.38747
120331,69457.25128
120332,17147.80572
120333,59072.40104
120334,37743.85417
120335,148256.787
120336,19064.55834
120337,17285.69401
120338,19798.46347
120339,253726.3704
120340,684406.0053
120341,54682.65128
120342,59110.30008
120343,89276.61933
120344,81145.00838
120345,115047.9161
120346,7250.222855
120347,100667.5961
120348,26615.89732
120349,33626.06299
120350,173716.7126
120351,86554.41186
120352,74612.09158
120353,1113667.732
120354,23062.64082
120355,23727.63428
120356,107324.612
